time,open,high,low,close,Conversion Line,Base Line,Lagging Span,Lead 1,Lead 2,RSI,ATR
1597200300,374.35,375.45,373.48,373.75,376.455,374.45,378.89,376.22,379.7,38.01668985782781,2.610724977038836
1597201200,373.73,375.28,373.37,375.08,376.455,375.2,379.82,376.1,379.7,42.89037364766303,2.5606731929646314
1597202100,375.08,376.07,374.78,375.01,376.455,375.2,380.52,375.855,379.7,42.7000721204008,2.469910822038588
1597203000,375,376.2,373.82,376.1,376.455,376.475,380.86,375.6525,379.655,46.6681674081188,2.463488620464403
1597203900,376.11,377.42,375.57,377.38,376.18,377.09,381.09,375.445,379.655,50.962762001386075,2.419668004716947
1597204800,377.36,377.93,376.11,376.23,375.58,377.09,383.9,375.4225,379.655,47.279118519394586,2.3768345758085934
1597205700,376.22,376.78,375.22,375.22,375.155,377.09,383.14,375.28,379.655,44.25371971283676,2.3184892489651188
1597206600,375.24,375.57,374.39,374.9,375.65,377.09,383.61,374.6325,379.655,43.30814440141199,2.237168588324754
1597207500,374.91,375,373.4,373.81,375.65,377.14,382.88,374.3275,379.655,40.16035889212046,2.1916565463015587
1597208400,373.81,375.25,373,374.79,375.46500000000003,377.14,382.29,374.7025,379.655,44.094706673266586,2.1958239358514473
1597209300,374.87,375.18,370.73,371.63,374.33000000000004,376.315,382.49,374.875,379.655,35.89860972268558,2.356836511862057
1597210200,371.63,372.36,370.33,371.25,374.13,376.115,381.72,376.3925,379.655,35.05479090274295,2.3334910467290553
1597211100,371.19,372.21,369.5,369.79,373.71500000000003,375.7,380.84,376.93499999999995,379.655,31.947627243401925,2.3603845433912647
1597212000,369.78,371.15,365.85,371.14,371.89,373.19,381.85,376.93499999999995,379.655,37.467021986536686,2.570357076006171
1597212900,371.14,372.48,370.18,371.99,371.315,373.19,383.12,376.93499999999995,379.655,40.72671727242728,2.5510458562914455
1597213800,371.99,373.73,371.98,373.22,370.71000000000004,373.19,384.26,376.73249999999996,379.655,45.17997652645453,2.493828295127771
1597214700,373.21,374.86,372.88,374.39,370.55,373.19,383.62,376.51,379.245,49.097599987513085,2.457126274047217
1597215600,374.41,375.41,373.78,374.31,370.63,373.19,382.8,376.8625,379.23,48.840588125372875,2.398045825900991
1597216500,374.31,376.94,374.23,376.39,371.395,373.19,383.98,376.7825,378.81,55.380549112637034,2.4203282669080615
1597217400,376.4,377.77,375.59,377.24,371.81,373.19,386.31,376.6925,378.45500000000004,57.75708184522302,2.4031619621289146
1597218300,377.23,380.68,377.23,379.09,373.265,373.265,384.84,376.6875,378.3,62.4454300385155,2.4779361076911344
1597219200,379.1,381,379.1,379.21,373.425,373.425,383.67,376.3075,378.3,62.73434425679723,2.437369242856055
1597220100,379.2,380.53,378.33,380.47,375.59000000000003,373.425,384.18,376.10749999999996,378.3,65.71672070585308,2.4204142969377647
1597221000,380.48,382,378.84,378.84,376.99,373.925,385.73,375.4525,378.3,59.124620473473705,2.4732418471564976
1597221900,378.82,379.43,377.45,378.38,377.44,373.925,384.95,375.4525,378.3,57.37546252249916,2.4380102866453206
1597222800,378.37,379.69,378.37,378.89,377.89,373.925,384.61,375.4525,378.065,58.829720664564505,2.3581524090277974
1597223700,378.89,380,378.15,379.82,378.115,373.925,384.19,375.8275,377.195,61.41494594058951,2.3218558083829564
1597224600,379.81,380.63,378.73,380.52,378.79499999999996,373.925,385.01,375.8275,377.195,63.28378645963479,2.291723250641315
1597225500,380.52,381.75,380.4,380.86,379.615,373.925,383.35,376.46500000000003,377.175,64.19100276779794,2.224457304166937
1597226400,380.87,381.11,380.13,381.09,379.725,373.925,383.58,376.635,376.78,64.82418788267279,2.1355674967264426
1597227300,381.1,383.92,381.1,383.9,380.685,374.885,382.17,376.335,376.78,71.46324358818606,2.1851698183888426
1597228200,383.9,384.72,382.93,383.14,381.08500000000004,375.285,382.66,376.12249999999995,376.78,67.73936708357883,2.156943402789641
1597229100,383.13,383.81,382.45,383.61,381.08500000000004,375.285,382.26,376.37,376.78,68.82139429951005,2.100018874018953
1597230000,383.61,383.66,382.4,382.88,381.435,375.285,381.6,376.395,376.78,65.16550727146969,2.0400175258747457
1597230900,382.95,384.8,382.16,382.29,381.475,375.32500000000005,381.22,376.3025,376.78,62.285648912386726,2.0828734168836918
1597231800,382.27,383,381.76,382.49,381.765,375.32500000000005,383.5,375.3225,376.78,62.8844355294044,2.0226681728205715
1597232700,382.5,382.5,380.6,381.72,382.46500000000003,375.32500000000005,384.41,375.1225,376.78,59.000545828074074,2.0139061604762434
1597233600,381.72,382.31,379.74,380.84,382.27,375.32500000000005,383.33,374.7075,376.78,54.832447258300924,2.053627149013654
1597234500,380.85,382,380.58,381.85,382.27,375.32500000000005,382.4,372.53999999999996,376.20500000000004,58.45967808874338,2.008368066941251
1597235400,381.84,383.44,381.55,383.12,382.27,377.49,383.55,372.2525,376.20500000000004,62.53398014662053,1.999913205016875
1597236300,383.12,384.38,382.52,384.26,382.27,378.39,384.29,371.95000000000005,376.20500000000004,65.77862136376876,1.9899194046585278
1597237200,384.25,384.54,383.03,383.62,382.27,378.84000000000003,386.99,371.87,375.8,62.50589348930424,1.955639447182922
1597238100,383.61,383.61,382.72,382.8,382.27,379.28999999999996,387.54,371.90999999999997,375.23,58.49049209504055,1.8802366295269974
1597239000,382.79,383.99,382.77,383.98,382.14,379.515,386.93,372.2925,374.67,62.248794017539865,1.833076870275071
1597239900,383.98,386.5,383.97,386.31,383.12,381.04499999999996,388.53,372.5,374.43,68.34365081607328,1.8828570938268498
1597240800,386.32,386.78,384,384.84,383.26,382.005,386.37,373.265,373.96000000000004,61.58789233444439,1.9469387299820728
1597241700,384.83,385.4,383.54,383.67,383.67999999999995,382.115,385.91,373.425,373.95000000000005,56.777245548306595,1.940728820697636
1597242600,383.68,385.39,383.64,384.18,384.16499999999996,382.115,386.15,374.50750000000005,373.875,58.306043986713405,1.9271053335049477
1597243500,384.18,385.94,384.02,385.73,384.65,382.115,385.57,375.4575,373.925,62.63201563469497,1.926597809683167
1597244400,385.73,386.99,384.9,384.95,384.855,382.22,384.55,375.6825,373.925,59.29777782994974,1.9382693947058003
1597245300,384.95,385.27,384.39,384.61,384.855,382.57,384.19,375.9075,373.925,57.85204547803317,1.8626787236553857
1597246200,384.61,384.64,383.62,384.19,384.88,382.57,382.81,376.02,373.925,56.03460234051462,1.8024873862514283
1597247100,384.19,385.4,384.19,385.01,385.265,382.86,386.59,376.36,373.925,58.758706071309675,1.7601668586620391
1597248000,385.09,386.27,383.15,383.35,385.07,383.365,385.53,376.77,373.925,51.76612924344156,1.8572977973290368
1597248900,383.37,384.57,382.17,383.58,384.58000000000004,383.365,385.26,376.82500000000005,373.925,52.607674495648354,1.8960622403769611
1597249800,383.56,383.79,381.77,382.17,384.38,383.365,386.24,377.78499999999997,374.885,47.17388328441878,1.9049149374928953
1597250700,382.14,384.04,382.08,382.66,384.38,383.365,386.72,378.18500000000006,375.285,49.139923959015256,1.9088495848148341
1597251600,382.66,383.6,382.11,382.26,384.38,383.365,386.66,378.18500000000006,375.285,47.583080448447575,1.878931757328061
1597252500,382.26,382.72,380.06,381.6,383.16499999999996,383.365,386.97,378.36,375.285,45.047099751971196,1.9347223460903442
1597253400,381.69,382.72,381.15,381.22,383.16499999999996,383.365,387.18,378.40000000000003,375.32500000000005,43.606096550055604,1.9086707499410376
1597254300,381.21,383.71,381.04,383.5,383.16499999999996,383.365,389.33,378.545,375.32500000000005,53.265893328191936,1.9630514106595318
1597255200,383.48,384.71,382.71,384.41,383.16499999999996,383.365,389.78,378.89500000000004,375.32500000000005,56.47074749011058,1.9656905956124224
1597256100,384.4,384.5,383.12,383.33,382.385,383.365,391.24,378.7975,375.32500000000005,51.92006437289513,1.9238555530686778
1597257000,383.33,384.05,382.09,382.4,382.385,383.525,393.83,378.7975,375.32500000000005,48.30985283868131,1.9264372992780605
1597257900,382.34,383.81,382.06,383.55,382.385,383.525,392.4,379.88,375.32500000000005,52.69056541886407,1.9138346350439135
1597258800,383.53,385.11,383.53,384.29,382.58500000000004,383.525,392.84,380.33,375.32500000000005,55.31489477775252,1.8899893039693512
1597259700,384.29,387.19,384.12,386.99,383.625,383.625,392.26,380.555,375.32500000000005,63.31167550504927,1.9742757822572543
1597260600,386.99,388,386.54,387.54,384.52,384.03,391.81,380.78,375.32500000000005,64.69760206485628,1.9375417978103062
1597261500,387.55,388.85,386.79,386.93,384.94500000000005,384.45500000000004,393,380.8275,375.32500000000005,61.90450257076456,1.9462888122524273
1597262400,386.97,389.23,386.77,388.53,385.645,384.645,393.16,382.0825,376.175,66.04520622733338,1.9829824685201136
1597263300,388.52,388.75,386.1,386.37,385.645,384.645,390.81,382.6325,376.315,57.0327482532643,2.0306265779115327
1597264200,386.37,387.18,385.84,385.91,385.645,384.645,392.02,382.8975,376.315,55.30200907416282,1.9812961080607112
1597265100,385.9,386.85,385.76,386.15,385.645,384.645,392.69,383.14,376.315,56.05136951905393,1.9176321003420913
1597266000,386.2,386.33,384.56,385.57,386.38,384.645,392.12,383.3825,376.315,53.7079875867827,1.9070869503176548
1597266900,385.56,385.66,384,384.55,386.615,384.645,392.51,383.5375,376.42,49.767419523340024,1.889437882437824
1597267800,384.56,385.26,384.18,384.19,386.615,384.645,394.54,383.7125,376.42,48.41719318630535,1.831620890835121
1597268700,384.19,384.2,382.41,382.81,385.82000000000005,384.645,394.85,383.725,376.42,43.54059391101927,1.8286479700611813
1597269600,382.82,386.69,382.8,386.59,385.82000000000005,384.645,394.51,384.0625,376.42,56.47286821433764,1.975887400771096
